Fiscal year,Proc Categ,Major Sector,Proc Type,Proc Meth,Proj Name,Proj ID,Len Instr Type,Lending Instr,Contract,Bor Ctr Ref #,#  Addendums,Ctr Awd Date,Supplier,Supp Ctry,Amount
2010,Goods,Education,Miscellaneous,Direct Contracting,MN-Rural Education and Development -READ,P096328,INVESTMENT,SPECIFIC INVEST LN,Children book purchase contract,C1.2/11,#,2/26/2010,UNGUT HEVLEL,Mongolia,"2,122"
2010,Goods,Education,Miscellaneous,Direct Contracting,MN-Rural Education and Development -READ,P096328,INVESTMENT,SPECIFIC INVEST LN,Children book purchase contract,C1.2/13,#,2/26/2010,SELENGEPRESS,Mongolia,"15,231"
2010,Goods,Education,Miscellaneous,Direct Contracting,MN-Rural Education and Development -READ,P096328,INVESTMENT,SPECIFIC INVEST LN,Purchase of children's book purchase,C1.2/12,#,2/26/2010,POLYGRAPH,Mongolia,"6,538"
2010,Goods,Education,Miscellaneous,Direct Contracting,MN-Rural Education and Development -READ,P096328,INVESTMENT,SPECIFIC INVEST LN,Children book purchase contract,C1.2/14,#,2/26/2010,TOP DESIGN,Mongolia,"1,365"
2010,Goods,Education,Miscellaneous,Direct Contracting,MN-Rural Education and Development -READ,P096328,INVESTMENT,SPECIFIC INVEST LN,Contract for purchase of children's book,C1.2/15,#,2/26/2010,URLAKH ERDEM,Mongolia,"3,443"
2010,Goods,Education,Miscellaneous,Direct Contracting,MN-Rural Education and Development -READ,P096328,INVESTMENT,SPECIFIC INVEST LN,Children book purchase contract,C1.2/16,#,2/26/2010,TSAGAAN BAMBARUUSH,Mongolia,"3,350"
2010,Goods,Education,Miscellaneous,Direct Contracting,MN-Rural Education and Development -READ,P096328,INVESTMENT,SPECIFIC INVEST LN,Contract for purchase of children's book,C1.2/17,#,2/26/2010,EDO PUBLISHING,Mongolia,"2,552"
2010,Goods,Education,Miscellaneous,Direct Contracting,MN-Rural Education and Development -READ,P096328,INVESTMENT,SPECIFIC INVEST LN,Children book purchase contract,C1.2/18,#,2/26/2010,EKIMTO,Mongolia,"6,116"
2010,Goods,Education,Miscellaneous,National Competitive Bidding,MN-EDUCATION FOR ALL EFA-FTI (TF058043),P108776,INVESTMENT,SPECIFIC INVEST LN,"Supply of ger, furniture and equipment to 100 kindergardens",08/09 FTI,#,10/16/2009,NOMIN HOLDING,Mongolia,"55,990"
2010,Goods,Finance,"Equipment, Electrical",SHOP,MN-Index-Based Livestock Insurance,P088816,INVESTMENT,SPECIFIC INVEST LN,Vehicle supply contract for new aimags,IDA 4069/GS01/C5,#,3/26/2010,KHURD CO.,Mongolia,"56,471"
2010,Goods,Health & social serv,"Equipment, Construction",National Competitive Bidding,MN-Sustainable Livelihoods II,P096439,INVESTMENT,ADAPTABLE PROGRAM LN,Supply of garbage truck,G11-2-9,#,11/4/2009,"MOST INTERNATIONAL CO., LTD., MONGOLIA",Mongolia,"211,133"
2010,Goods,Health & social serv,"Equipment, Medical",International Competitive Bidding,MN-Assistance on Avian Flu,P104867,INVESTMENT,EMERG RECOVERY LN,Medical and laboratory equipment and personal protecting equ,13/09,#,9/9/2009,ARVIS SYSTEMS,Mongolia,"100,223"
2010,Goods,Health & social serv,"Equipment, Medical",International Competitive Bidding,MN-Assistance on Avian Flu,P104867,INVESTMENT,EMERG RECOVERY LN,Medical and laboratory equipment and personal protecting equ,13/09,#,9/9/2009,MEDMONGOL,Mongolia,"100,223"
2010,Goods,Health & social serv,"Equipment, Medical",International Competitive Bidding,MN-Assistance on Avian Flu,P104867,INVESTMENT,EMERG RECOVERY LN,Medical diagnostic equipment and accessories; medical and la,MLE-ICB 01,#,9/9/2009,GYALS,Mongolia,"332,590"
2010,Goods,Health & social serv,"Equipment, Medical",International Competitive Bidding,MN-Assistance on Avian Flu,P104867,INVESTMENT,EMERG RECOVERY LN,Veterinary laboratory diagnostic equipment and accessories;,MLE-ICB 01,#,9/9/2009,BIOCOMBINAT,Mongolia,"234,534"
2010,Goods,Energy & mining,"Equipment, Energy Exploration, Productio",International Competitive Bidding,MN-Energy Sector,P040907,INVESTMENT,SPECIFIC INVEST LN,procurement of 17 sets of power distribution transformers.,GB0501B-24,#,9/29/2009,"SKY C & C  CO., LTD. MONGOLIA",Mongolia,"190,000"
2010,Goods,Energy & mining,"Equipment, Energy Exploration, Productio",International Competitive Bidding,MN-Energy Sector,P040907,INVESTMENT,SPECIFIC INVEST LN,upplu and Installation of vacuum circuit breakers and associ,GB 0901-25,#,10/29/2009,NEW PROGRESS,Mongolia,"551,434"
2010,Goods,Energy & mining,"Equipment, Energy Exploration, Productio",SHOP,MN-Energy Sector,P040907,INVESTMENT,SPECIFIC INVEST LN,Contract for supply of aerial bundled conductors,GS-23,#,11/4/2009,BOORCHI,Mongolia,"145,600"
2010,Goods,Energy & mining,"Equipment, Energy Exploration, Productio",SHOP,MN-Energy Sector,P040907,INVESTMENT,SPECIFIC INVEST LN,Contract for supply of aerial bundled conductors,GS-24,#,11/4/2009,"SBAT CO., LTD.",Mongolia,"146,250"
2010,Goods,Energy & mining,"Equipment, Energy Exploration, Productio",SHOP,MN-Energy Sector,P040907,INVESTMENT,SPECIFIC INVEST LN,Contract for supply of aerial bundled conductors,GS-25,#,11/4/2009,"KHURD CO., LTD.",Mongolia,"146,000"
2010,Goods,Energy & mining,"Equipment, Energy Exploration, Productio",SHOP,MN-Energy Sector,P040907,INVESTMENT,SPECIFIC INVEST LN,Contract for Supply of Distribution Transformers,NO. GS-27,#,4/13/2010,MON TSAKHILGAAN UGSRALT CO. LTD,Mongolia,"112,000"
2010,Goods,Energy & mining,"Equipment, Energy Exploration, Productio",SHOP,MN-Energy Sector,P040907,INVESTMENT,SPECIFIC INVEST LN,Purchase of Transformer,GS-26,#,4/13/2010,BBPM CO.LTD,Mongolia,"71,400"
2010,Goods,Energy & mining,"Equipment, Energy Exploration, Productio",SHOP,MN-Energy Sector,P040907,INVESTMENT,SPECIFIC INVEST LN,Contract for Supply of Spun Concrete Poles,GS-28,#,4/13/2010,"GAN KHIITS CO.LTD,",Mongolia,"148,200"
2010,Goods,Energy & mining,"Equipment, Mining",Direct Contracting,MN-Mining Sector Inst Strength TA,P108768,INVESTMENT,TECHNICAL ASSIST LN,Gemcom Surpac & Minex Software licenses & USTS service agree,GEMCOM SURPAC & MINEX SOFTWARE L,#,9/28/2009,GEMCOM ASIA PACIFIC,Australia,"106,169"
2010,Goods,Energy & mining,Miscellaneous,SHOP,MN-Energy Sector,P040907,INVESTMENT,SPECIFIC INVEST LN,Contract for supply of aluminum power cables,GS-29,#,4/13/2010,SULJEE CO.LTD,Mongolia,"148,500"
2010,Goods,Energy & mining,Miscellaneous,SHOP,MN-Energy Sector,P040907,INVESTMENT,SPECIFIC INVEST LN,Contract for supply of aluminum power cables,GS-30,#,4/13/2010,"SBAT CO., LTD.",Mongolia,"147,654"
2010,Goods,Water/sanit/fld prot,"Equipment, Water Supply and Sewerage",International Competitive Bidding,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,Supply and installation of equipment for energy efficiency e,C-3890-MOG/EEG-01,#,11/12/2009,"MCS INTERNATIONAL CO., LTD",Mongolia,"1,868,109"
2011,Consultant Services,Agriculture,CAC,CQS,MN-Index-Based Livestock Insurance,P088816,INVESTMENT,SPECIFIC INVEST LN,Contract to conduct face to face education in Uvurkhangai an,CS 53,#,6/8/2011,CENTER FOR POLICY RESEARCH,Mongolia,"119,417"
2011,Consultant Services,Agriculture,CAD,Least Cost Selection,MN-Index-Based Livestock Insurance,P088816,INVESTMENT,SPECIFIC INVEST LN,Audit service contract for FY10 and Fy11,LOT 2,#,4/28/2011,"NIMM AUDIT CO., LTD.",Mongolia,"7,543"
2011,Consultant Services,Agriculture,CAD,Least Cost Selection,MN-Sustainable Livelihoods II,P096439,INVESTMENT,ADAPTABLE PROGRAM LN,Contract for Audit service for FY 10 and FY 11 under LOT 1,LOT 1,#,4/28/2011,ULAANBAATAR AUDIT LLC,Mongolia,"13,725"
2011,Consultant Services,Agriculture,Institution building,Single Source Selection,MN-Index-Based Livestock Insurance,P088816,INVESTMENT,SPECIFIC INVEST LN,Capacity building of NSO,CS41,#,7/1/2010,FOREIGN AGRICULTURAL SERVICE OF USA,United States,"22,012"
2011,Consultant Services,Agriculture,"Management Advice, Technical/Operation A",Single Source Selection,MN-Index-Based Livestock Insurance,P088816,INVESTMENT,SPECIFIC INVEST LN,Consulting services in IBLI Pilot scheme,CS42,#,8/6/2010,GLOBAL AGRISK INC.,United States,"146,914"
2011,Consultant Services,Agriculture,CES,Single Source Selection,NEMO2 (Recipient executed),P110253,INVESTMENT,SPECIFIC INVEST LN,Contract on Environmental studies,CF04/2010,#,8/29/2010,WWF/INSTITUTE OF BIOLOGY TEAM,Mongolia,"60,000"
2011,Consultant Services,Agriculture,CES,Single Source Selection,NEMO2 (Recipient executed),P110253,INVESTMENT,SPECIFIC INVEST LN,Updating the national environmental action plan for Mongolia,CF04/2011,#,6/13/2011,GEO ECOLOGY,Mongolia,"54,000"
2011,Consultant Services,Agriculture,"Sector studies, Master Plans",Single Source Selection,MN-Index-Based Livestock Insurance,P088816,INVESTMENT,SPECIFIC INVEST LN,Investigation of the causes of extreme Dzud event consultant,CS 50,#,6/22/2011,NAMHEM,Mongolia,"15,829"
2011,Consultant Services,Agriculture,CST,Single Source Selection,MN-Index-Based Livestock Insurance,P088816,INVESTMENT,SPECIFIC INVEST LN,Conducting livestock census (mid year),CS51,#,5/14/2011,NATIONAL STATISTICAL OFFICE OF MONGOLIA,Mongolia,"155,302"
2011,Consultant Services,"Public admin, Law",CAD,Least Cost Selection,MN Economic Capacity Tech. Assistance,P077778,INVESTMENT,TECHNICAL ASSIST LN,Audit service for 2010 and 2011,LOT 3,#,4/28/2011,DALAIVAN AUDIT LLC,Mongolia,"4,585"
2011,Consultant Services,"Public admin, Law",CAD,Least Cost Selection,MN-Governance Assistance,P098426,INVESTMENT,TECHNICAL ASSIST LN,Auditing service contract for 2010 and 2011,LOT 3,#,4/28/2011,DALAIVAN AUDIT LLC,Mongolia,"4,585"
2011,Consultant Services,"Public admin, Law",CAD,Least Cost Selection,MN-Enhanced Justice Sec Services,P101446,INVESTMENT,SPECIFIC INVEST LN,Auditing service contract for FY10 and FY11,LOT 1,#,4/28/2011,ULAANBAATAR AUDIT LLC,Mongolia,"8,732"
2011,Consultant Services,"Public admin, Law",CAD,Least Cost Selection,MN-MONSTAT,P113160,INVESTMENT,ADAPTABLE PROGRAM LN,Auditing service contract for FY10 and FY11,LOT 1,#,4/28/2011,ULAANBAATAR AUDIT LLC,Mongolia,"7,657"
2011,Consultant Services,"Public admin, Law",Institution building,CQS,MN-MONSTAT,P113160,INVESTMENT,ADAPTABLE PROGRAM LN,Twinning Partnership Consulting Services contract,#,#,7/31/2010,NATIONAL STATISTICAL OFFICE,"Korea, Republic","1,758,227"
2011,Consultant Services,"Public admin, Law","Management Advice, Technical/Operation A",Single Source Selection,MN Economic Capacity Tech. Assistance,P077778,INVESTMENT,TECHNICAL ASSIST LN,Carrying out a Supervision of Contract for development and I,FCS19/3803/MOG/1A3,#,8/5/2010,JIM RAMSEY,United States,"74,300"
2011,Consultant Services,"Public admin, Law",CED,Single Source Selection,MN-MONSTAT,P113160,INVESTMENT,ADAPTABLE PROGRAM LN,English language training for NSO staffs,01/2011,#,3/11/2011,SANTIS EDUCATIONAL SERVICE CENTER,Mongolia,"10,300"
2011,Consultant Services,"Public admin, Law",CLA,Single Source Selection,MN-Enhanced Justice Sec Services,P101446,INVESTMENT,SPECIFIC INVEST LN,Consultant to work on the development of standards on legal,#,#,9/13/2010,TUYA NURENZED,Mongolia,"5,000"
2011,Consultant Services,"Public admin, Law",CRS,Single Source Selection,MN-Enhanced Justice Sec Services,P101446,INVESTMENT,SPECIFIC INVEST LN,Preparation of mongolian and kazakh legal terms glossary,EJSSP-CS-10/10,#,11/2/2010,BOLAT ERLAN,Mongolia,650
2011,Consultant Services,"Public admin, Law",CRS,Single Source Selection,MN-Enhanced Justice Sec Services,P101446,INVESTMENT,SPECIFIC INVEST LN,Preparation of mongolian and kazakh legal terms glossary,EJSSP-CS-08/10,#,11/2/2010,MUKHIIT ROM,Mongolia,700
2011,Consultant Services,"Public admin, Law",CRS,Single Source Selection,MN-Enhanced Justice Sec Services,P101446,INVESTMENT,SPECIFIC INVEST LN,Preparation of mongolian and kazakh legal terms glossary,EJSSP-CS-09/10,#,11/2/2010,ASEMGUL MAKHAI,Mongolia,650
2011,Consultant Services,Info & communication,CAD,Least Cost Selection,MN-Info & Com Infra Dev,P092965,INVESTMENT,SPECIFIC INVEST LN,Audit service contract for FY10 and FY11,LOT 2,#,4/28/2011,"NIMM AUDIT CO., LTD.",Mongolia,"2,779"
2011,Consultant Services,Info & communication,CFN,Quality And Cost-Based Selection,MN-Info & Com Infra Dev,P092965,INVESTMENT,SPECIFIC INVEST LN,one-year extension of contract (original 03/01/2006),4.3 FINANCIAL MANAGEMENT SPECIAL,#,3/10/2011,Y. OYUN-ERDEN,Mongolia,"3,000"
2011,Consultant Services,Education,CAD,Least Cost Selection,MN-Rural Education and Development -READ,P096328,INVESTMENT,SPECIFIC INVEST LN,Audit service contract for FY10 and FY11,LOT2,#,4/28/2011,NIMM,Mongolia,"3,493"
2011,Consultant Services,Education,CAD,Least Cost Selection,MN-EDUCATION FOR ALL EFA-FTI (TF058043),P108776,INVESTMENT,SPECIFIC INVEST LN,Audit contract for FY10 and FY11,LOT 2,#,4/28/2011,NIMM,Mongolia,"9,528"
2011,Consultant Services,Education,Training/Knowledge Transfer,CQS,MN-Rural Education and Development -READ,P096328,INVESTMENT,SPECIFIC INVEST LN,Teacher training in digital reading,TEACHER TRAINING TEAM,#,6/28/2011,EDUCATION CENTER FOR SUSTAINABLE DEV,Mongolia,"59,980"
2011,Consultant Services,Finance,CAD,Least Cost Selection,MN-Private Sector Development Credit II,P088992,INVESTMENT,FINAN INTERMED LN,Auditing services for PSDC-2 (Cr. 4088).,LOT 3,#,4/28/2011,DALAIVAN AUDIT LLC,Mongolia,"4,585"
2011,Consultant Services,Finance,CFN,Single Source Selection,MN-Index-Based Livestock Insurance,P088816,INVESTMENT,SPECIFIC INVEST LN,Actuarial modeling consulting service,#,#,4/8/2011,DAVID KOEGEL,United States,"29,700"
2011,Consultant Services,Finance,CFN,Single Source Selection,MN-Index-Based Livestock Insurance,P088816,INVESTMENT,SPECIFIC INVEST LN,Investigation of Climate impact on Livestock Mortality consu,#,#,4/8/2011,UPMANU LALL,United States,"44,600"
2011,Consultant Services,Finance,CRS,Single Source Selection,MN-Private Sector Development Credit II,P088992,INVESTMENT,FINAN INTERMED LN,Contract for Developing Operational Procedures Manual,GOLOMT,#,1/21/2011,CHRISTOPHER SARGENT ASSOCIATES,United Kingdom,"57,339"
2011,Consultant Services,Health & social serv,"Management Advice, Technical/Operation A",CQS,MN-Assistance on Avian Flu,P104867,INVESTMENT,EMERG RECOVERY LN,National emergancy management agency of Mongolia,K 22/10,#,9/7/2010,EPISOFT,New Zealand,"131,000"
2011,Consultant Services,Energy & mining,CAD,Least Cost Selection,MN-GEF-Renewable Energy for Rural Access,P084766,INVESTMENT,SPECIFIC INVEST LN,Auditing service contract for FY10 and FY11,LOT2,#,4/28/2011,NIMM,Mongolia,"11,513"
2011,Consultant Services,Energy & mining,CAD,Least Cost Selection,MN-Mining Sector Inst Strength TA,P108768,INVESTMENT,TECHNICAL ASSIST LN,Auditing service contract for 2 years (for 2010 and 2011),LOT 3,#,4/28/2011,DALAIVAN AUDIT LLC,Mongolia,"8,253"
2011,Consultant Services,Energy & mining,CAD,Quality And Cost-Based Selection,Mongolia-EITI,P099936,INVESTMENT,TECHNICAL ASSIST LN,Mongolia 4th EITI Reconciliation,4TH,#,2/2/2011,ULAANBAATAR AUDIT CORPORATION,Mongolia,"132,165"
2011,Consultant Services,Energy & mining,CAD,Quality And Cost-Based Selection,Mongolia Phase II: EITI Implementation,P117011,INVESTMENT,TECHNICAL ASSIST LN,Mongolia 4th EITI reconcilation contract for 2009,EITI SECRETARIAT,#,2/2/2011,HART NURSE LTD,United Kingdom,"132,165"
2011,Consultant Services,Energy & mining,Institution building,CQS,MN- UB Clean Air,P106832,INVESTMENT,SPECIFIC INVEST LN,"Contract for Project Development Training, Workshop, Stakeho",08/2010,#,11/1/2010,KEN BECK LEE,Canada,"64,960"
2011,Consultant Services,Energy & mining,Institution building,CQS,MN- UB Clean Air,P106832,INVESTMENT,SPECIFIC INVEST LN,To carry out the development of an institutional framework a,09/2010,#,11/1/2010,PETER PEMBLETON,Philippines,"42,200"
2011,Consultant Services,Energy & mining,"Management Advice, Technical/Operation A",CQS,MN-Mining Sector Inst Strength TA,P108768,INVESTMENT,TECHNICAL ASSIST LN,Management consultants contract on Establishment Erdenes Cor,MANAGEMENT CONSULTANT,#,2/11/2011,PRICEWATERHOUSECOOPERS,Mongolia,"191,616"
2011,Consultant Services,Energy & mining,"Management Advice, Technical/Operation A",Individual,MN-Mining Sector Inst Strength TA,P108768,INVESTMENT,TECHNICAL ASSIST LN,Mining Advisor to the Erdenes LLC,2010/27-EMGL,#,9/3/2010,ANDREW SCRYMGEOUR,United States,"98,500"
2011,Consultant Services,Energy & mining,CDS,Individual,MN- UB Clean Air,P106832,INVESTMENT,SPECIFIC INVEST LN,Evaluation report and draft negotiated Contract for Upstream,07/2010,#,11/1/2010,CASPER MEEUWIS VAN DER TAK,Netherlands,"102,950"
2011,Consultant Services,Energy & mining,CLA,CQS,MN-Mining Sector Inst Strength TA,P108768,INVESTMENT,TECHNICAL ASSIST LN,Legal Consulting services to Assist in preparation of Legal,#,#,9/3/2010,LOVELLS,United Kingdom,"197,960"
2011,Consultant Services,Energy & mining,"Feasibility studies, Design Studies",CQS,MN-Mining Sector Inst Strength TA,P108768,INVESTMENT,TECHNICAL ASSIST LN,Assist in preparation of feasibilty study on mining opening,2010,#,10/17/2010,AGRITEAM CANADA CONSULTING LTD,Canada,"119,700"
2011,Consultant Services,Energy & mining,"Sector studies, Master Plans",CQS,MN-Mining Sector Inst Strength TA,P108768,INVESTMENT,TECHNICAL ASSIST LN,To assist the Working group to develop and adopt a mineral r,#,#,4/11/2011,SNOWDEN MINING INDUSTRY CONSULTANT,Australia,"196,250"
2011,Consultant Services,Water/sanit/fld prot,CAD,Least Cost Selection,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,Audit service for 2010 and 2011,LOT 3,#,4/28/2011,DALAIVAN AUDIT LLC,Mongolia,"4,585"
2011,Consultant Services,Water/sanit/fld prot,Project Management,Individual,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,PMU DIRECTOR,C-3890-MOG//1NC4-1,#,1/6/2011,L. BADAMKHORLOO,Mongolia,"5,567"
2011,Consultant Services,Water/sanit/fld prot,Project Management,Individual,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,PMU MANAGER- ENGINEER,C-3890-MOG//1NC4-2,#,1/6/2011,D. TSENDSUREN,Mongolia,"5,314"
2011,Consultant Services,Water/sanit/fld prot,Project Management,Individual,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,PMU ACCOUNTANT,C-3890-MOG//1NC4-3,#,1/6/2011,J. BATBUYANT,Mongolia,"5,060"
2011,Consultant Services,Water/sanit/fld prot,Project Management,Individual,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,PMU PROCUREMENT SPECIALIST,C-3890-MOG//1NC4-4,#,1/6/2011,M. ENKHBAYAR,Mongolia,"5,162"
2011,Consultant Services,Water/sanit/fld prot,Project Management,Individual,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,PMU SUPERVISION ENGINEER,C-3890-MOG//1NC4-5,#,1/6/2011,O. ENKHTUVSHIN,Mongolia,"5,060"
2011,Consultant Services,Water/sanit/fld prot,Project Management,Individual,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,RESETTLEMENT AND ENVIRONMENT OFFICER,C-3890-MOG//1NC4-6,#,1/6/2011,D. NYAMDORJ,Mongolia,"5,060"
2011,Consultant Services,Water/sanit/fld prot,Project Management,Individual,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,PMU OFFICE MANAGER AND TRANSLATOR,C-3890-MOG//1NC4-7,#,1/6/2011,YU. PUREVSUREN,Mongolia,"4,301"
2011,Consultant Services,Water/sanit/fld prot,Project Management,Individual,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,PMU JUNIOR ACCOUNTANT,C-3890-MOG//1NC4-8,#,1/6/2011,L. MURUNDALAI,Mongolia,"4,301"
2011,Consultant Services,Water/sanit/fld prot,Project Management,Individual,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,OFFICE KEEPER,C-3890-MOG//1NC4-9,#,1/6/2011,N. RENTSENKHORLOO,Mongolia,"1,771"
2011,Consultant Services,Water/sanit/fld prot,Project Management,Individual,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,PMU DRIVER,C-3890-MOG//1NC4-10,#,1/6/2011,B.BATJARGAL,Mongolia,"2,024"
2011,Consultant Services,Water/sanit/fld prot,Project Management,Individual,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,PMU DRIVER,C-3890-MOG//1NC4-11,#,1/6/2011,L. ANKHBAATAR,Mongolia,"2,024"
2011,Consultant Services,Water/sanit/fld prot,Project Management,Individual,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,JSDF PROJECT COORDINATOR,TF053820//1NC4-12,#,1/6/2011,NYAMSUREN. B,Mongolia,"3,374"
2011,Consultant Services,Water/sanit/fld prot,Project Management,Individual,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,JSDF PROJECT SUPERVISION COORDINATOR,TF053820//1NC4-13,#,1/6/2011,G. BAYARTUYA,Mongolia,"3,374"
